,id,f16_Rating,f16_Crossing,f16_Finishing,f16_Heading,f16_Short_Pass,f16_Volleys,f16_Dribbling,f16_Curve,f16_Freekick_Accuracy,f16_Long_Pass,f16_Ball_Control,f16_Acceleration,f16_Speed,f16_Agility,f16_Reactions,f16_Balance,f16_Shot_Power,f16_Jumping,f16_Stamina,f16_Strength,f16_Long_shots,f16_Aggression,f16_Interceptions,f16_Attacking_Position,f16_Vision,f16_penalties,f16_Marking,f16_Standing_Tackle,f16_Sliding_Tackle,f16_GK_Diving,f16_GK_Handling,f16_GK_Kicking,f16_GK_Positioning,f16_GK_Reflexes,f16_Height,f16_Weight,f16_Age,f16_Att_WR,f16_Def_WR,f17_Rating,f17_Height,f17_Weight,f17_Age,f17_Weak_foot,f17_Skill_Moves,f17_Ball_Control,f17_Dribbling,f17_Marking,f17_Sliding_Tackle,f17_Standing_Tackle,f17_Aggression,f17_Reactions,f17_Attacking_Position,f17_Interceptions,f17_Vision,f17_Composure,f17_Crossing,f17_Short_Pass,f17_Long_Pass,f17_Acceleration,f17_Speed,f17_Stamina,f17_Strength,f17_Balance,f17_Agility,f17_Jumping,f17_Heading,f17_Shot_Power,f17_Finishing,f17_Long_Shots,f17_Curve,f17_Freekick_Accuracy,f17_Penalties,f17_Volleys,f17_GK_Positioning,f17_GK_Diving,f17_GK_Kicking,f17_GK_Handling,f17_GK_Reflexes,f17_Att_WR,f17_Def_WR,pac,sho,pas,dri,def,phy
214,189963,81,45,83,84,68,76,74,66,58,45,76,69,75,67,81,72,89,86,78,94,80,70,38,85,65,77,25,42,28,10,8,5,7,11,182,198,26,medium,low,81,182,198,28,4,3,76,74,25,28,42,70,81,83,38,65,83,45,68,45,69,75,78,94,72,67,86,84,85,83,80,66,58,77,76,7,10,5,8,11,medium,low,66,80,59,72,39,81
215,164505,78,16,14,12,26,15,14,15,11,34,28,50,47,47,79,47,24,72,30,76,15,43,19,12,45,35,15,15,14,80,76,64,77,81,193,209,31,medium,medium,74,193,209,32,2,1,28,14,15,14,15,43,73,12,19,45,41,16,26,34,50,47,30,76,47,47,72,12,24,14,15,15,11,35,15,74,73,58,72,75,medium,medium,74,69,74,76,37,73
216,184432,82,78,46,69,80,54,70,66,58,74,77,79,81,75,87,73,68,74,86,72,60,76,81,64,68,66,86,87,86,13,9,10,6,5,177,165,26,medium,medium,83,178,165,27,3,3,77,70,87,87,88,76,88,64,85,68,66,79,80,74,79,79,88,74,73,75,75,73,68,46,60,66,58,66,54,6,13,10,9,5,medium,medium,79,55,75,74,86,78
217,186578,70,61,71,71,73,69,69,63,59,70,71,69,65,69,71,60,73,71,73,71,74,51,54,72,70,63,57,64,60,8,6,7,10,6,182,163,26,high,medium,71,183,165,28,3,2,73,69,62,63,68,51,71,72,63,69,69,61,73,69,68,65,71,72,60,68,71,73,72,70,72,64,59,63,69,10,8,7,6,6,high,medium,64,71,68,70,68,71
218,192638,75,75,50,65,69,33,71,61,71,69,71,76,78,68,75,58,75,68,79,78,71,79,69,61,57,64,74,79,80,9,7,13,9,12,187,179,24,high,medium,79,188,179,26,3,3,78,78,74,76,77,70,82,70,70,65,72,78,74,72,76,82,90,78,58,69,68,70,76,60,74,63,71,64,50,9,9,13,7,12,high,high,77,69,77,77,77,80
219,205566,77,83,65,61,77,35,77,59,40,64,81,88,87,86,74,87,73,85,85,54,70,71,73,73,58,54,72,74,76,10,14,9,10,11,170,143,23,high,medium,76,171,143,24,3,2,81,77,62,76,71,83,68,73,68,58,57,79,74,64,89,89,85,63,87,86,85,61,80,65,74,59,40,54,35,10,10,9,14,11,high,low,88,65,68,78,68,74
220,189280,75,81,47,44,83,48,59,69,75,80,79,70,65,71,80,79,60,63,79,63,57,49,71,55,82,55,63,67,64,10,13,13,7,8,170,148,25,medium,medium,73,170,148,26,3,2,77,59,61,64,66,49,76,54,70,76,79,76,76,79,70,63,75,60,79,73,63,44,62,47,57,64,75,55,48,7,10,13,13,8,medium,medium,65,53,76,71,63,66
221,199434,79,79,69,63,81,73,83,83,76,77,84,75,73,81,80,77,69,65,73,67,66,56,31,73,84,81,40,34,26,11,11,14,9,16,180,168,26,medium,medium,79,181,168,28,2,4,85,83,40,26,34,56,80,73,31,84,78,79,81,77,72,70,73,64,77,81,65,63,69,65,66,83,76,80,73,9,11,14,11,16,medium,medium,70,67,80,83,37,63
222,216268,62,46,65,46,58,58,68,64,42,53,56,80,77,75,56,82,61,54,66,54,56,38,21,65,47,62,28,30,35,6,15,8,14,15,175,159,21,medium,medium,69,175,159,23,3,3,67,74,28,35,30,46,64,67,21,60,58,58,66,56,84,79,67,59,82,77,57,49,66,69,57,67,42,65,58,14,6,8,15,15,high,medium,80,65,61,72,30,59
223,169590,76,79,57,65,82,66,72,61,71,81,76,52,64,55,74,61,82,72,76,74,80,72,70,67,76,63,76,77,76,15,7,12,15,6,180,176,27,medium,medium,77,180,176,29,4,2,76,72,76,76,76,72,74,67,70,76,80,77,82,81,52,64,76,74,61,55,72,65,82,57,80,61,71,63,66,15,15,12,7,6,medium,medium,52,66,76,66,71,71
224,186598,74,71,45,70,73,52,64,43,28,66,68,76,75,71,70,71,68,73,74,68,52,68,73,54,59,47,71,78,79,12,10,9,9,11,180,161,26,medium,medium,75,180,161,28,3,3,68,64,71,79,78,68,70,54,73,59,69,71,73,66,76,75,74,68,71,71,73,70,68,45,52,43,28,47,52,9,12,9,10,11,high,medium,74,52,65,67,74,70
225,194365,78,66,80,79,73,75,77,53,50,59,76,79,73,85,84,72,77,90,84,66,68,74,45,83,64,75,33,44,33,10,6,14,6,6,175,168,29,high,high,77,174,154,30,4,3,76,76,34,34,48,80,84,83,45,68,70,66,73,61,79,73,83,69,75,85,90,74,77,75,68,53,50,74,75,6,10,14,6,6,high,high,74,74,69,78,47,75
226,194932,75,75,66,54,73,59,84,68,68,59,76,89,89,78,69,71,82,48,70,66,78,46,21,70,71,83,36,29,27,13,11,11,11,13,180,179,24,high,medium,77,181,170,25,4,3,78,82,32,27,29,43,69,70,21,71,68,77,75,67,86,85,69,57,71,80,48,52,82,74,78,71,76,83,59,11,13,11,11,13,high,low,85,75,73,80,33,63
227,139720,85,61,45,84,65,46,64,61,52,66,68,68,70,63,84,42,76,73,70,88,55,81,78,41,59,63,86,90,87,10,9,5,8,6,193,187,29,medium,medium,85,193,187,30,3,2,66,63,85,86,88,81,83,41,77,59,85,61,65,66,68,69,68,87,42,60,73,84,75,45,55,61,52,63,46,8,10,5,9,6,medium,medium,63,54,65,64,84,83
228,177604,80,81,39,62,77,56,74,74,59,61,77,79,75,75,79,67,71,75,85,65,61,74,82,61,66,61,83,84,82,7,5,9,3,5,177,159,29,medium,high,80,179,159,31,3,2,77,73,79,81,82,74,79,61,82,66,79,78,77,61,75,75,84,65,72,74,75,67,71,39,61,74,59,61,56,3,7,9,5,5,high,high,76,53,72,75,80,74
229,188484,74,47,71,73,67,74,71,71,58,42,73,90,91,84,74,63,73,74,70,70,66,59,24,73,57,81,19,29,21,14,6,8,6,9,185,161,25,medium,low,75,185,161,26,3,3,74,74,19,21,29,59,74,74,24,57,74,46,65,47,87,85,71,80,68,84,74,73,73,73,68,78,60,81,74,6,14,8,6,9,medium,low,83,72,58,74,29,71
230,209483,71,20,15,16,24,16,13,10,14,23,24,41,49,45,65,62,18,65,25,49,14,20,24,12,31,21,12,16,12,75,70,68,69,73,182,154,20,medium,medium,69,184,154,22,2,1,24,13,12,12,16,20,62,12,16,31,29,20,24,23,48,48,30,45,51,63,69,16,18,15,14,10,14,21,16,70,75,64,63,69,medium,medium,75,63,64,72,48,68
231,210972,72,79,32,58,70,37,70,75,51,60,73,84,78,74,65,64,59,68,74,67,44,68,66,67,39,46,68,78,72,14,7,14,12,13,180,159,21,high,medium,76,180,159,22,3,2,73,71,73,75,78,67,69,69,69,39,64,79,73,66,82,78,89,66,64,74,68,63,69,32,44,75,51,46,37,12,14,14,7,13,high,medium,76,45,65,71,73,72
232,180216,81,81,65,67,77,64,78,42,35,70,77,79,80,77,81,74,75,72,90,73,68,78,77,76,70,60,83,84,84,5,15,10,13,7,177,170,26,high,high,82,177,170,28,3,3,77,78,83,84,84,78,81,76,77,70,76,81,77,70,79,79,90,73,74,77,72,67,75,65,68,42,35,60,64,13,5,10,15,7,high,high,73,66,72,78,80,77
233,199286,76,77,58,58,76,31,70,56,27,66,75,82,84,77,70,87,72,67,85,68,53,85,70,63,68,58,75,77,79,7,7,14,14,8,170,157,24,high,medium,77,168,165,26,2,2,75,70,72,79,77,85,74,68,72,68,65,71,76,66,79,84,85,72,87,77,67,58,72,58,53,56,47,58,31,14,7,14,7,8,high,medium,78,59,69,73,71,75
234,170570,76,63,69,42,81,80,77,71,60,66,79,70,55,76,80,78,62,60,68,57,64,60,54,79,81,66,38,48,50,16,9,10,11,14,172,146,29,medium,medium,74,173,146,30,3,3,75,72,38,50,48,60,76,77,54,78,78,63,77,64,65,55,68,57,78,76,60,42,62,68,64,71,60,66,80,11,16,10,9,14,medium,medium,54,65,70,72,45,59
235,186905,71,65,71,71,64,65,69,59,56,54,73,74,69,70,68,56,73,81,82,75,65,81,35,71,56,72,33,46,39,6,10,11,10,10,185,168,25,high,medium,72,186,168,27,4,2,73,69,33,39,46,85,68,72,35,59,67,65,64,54,68,69,78,77,56,70,81,75,73,72,65,59,56,72,65,10,6,11,10,10,high,medium,67,73,63,73,42,81
236,196978,74,52,79,62,70,65,73,62,45,60,75,93,90,81,68,79,69,66,77,80,64,73,40,77,71,75,20,39,25,10,15,8,10,6,180,146,23,high,medium,76,180,146,25,3,3,75,73,20,25,39,73,70,77,40,71,78,52,70,60,93,90,77,81,79,81,66,62,69,79,64,62,45,75,65,10,10,8,15,6,high,medium,90,73,63,74,34,76
237,204529,78,65,79,72,62,73,78,61,46,36,79,80,84,84,77,73,82,83,65,77,76,59,23,84,63,67,16,26,22,9,10,16,7,15,180,172,21,medium,low,80,185,172,23,4,3,77,78,16,22,26,59,79,83,23,63,81,65,64,36,81,84,65,82,78,84,81,73,83,83,76,61,46,67,74,7,9,16,10,15,medium,low,79,80,59,77,27,74
238,146439,81,53,82,84,76,82,75,68,69,66,81,67,70,68,79,55,84,76,72,90,77,80,32,82,68,80,36,34,32,11,6,11,7,13,185,190,30,high,high,81,186,181,31,3,3,79,72,36,32,34,78,76,80,32,64,67,53,75,66,64,65,65,88,57,67,79,83,85,81,77,68,69,80,81,7,11,11,6,13,medium,medium,63,80,66,71,39,79
239,198198,75,31,34,74,66,28,50,40,36,52,65,60,68,59,70,58,75,78,73,79,65,82,71,30,59,28,78,77,80,9,6,7,16,8,185,183,23,low,high,77,185,183,25,3,2,65,50,78,80,77,82,70,30,71,59,63,31,68,52,63,72,68,79,58,59,78,74,75,34,65,40,36,28,28,16,9,7,6,8,low,medium,68,48,53,57,76,76
240,186805,77,72,70,47,72,64,83,72,64,66,80,90,88,84,70,77,76,69,79,69,68,40,25,73,73,68,24,38,11,11,11,12,15,12,170,141,26,high,high,78,169,141,27,4,4,80,83,24,20,38,40,70,73,25,73,81,74,74,70,91,90,79,68,85,84,69,50,76,65,68,76,64,68,64,15,11,12,11,12,high,high,90,68,73,82,31,65
241,176546,77,77,56,57,74,66,81,74,59,71,79,88,89,90,75,86,76,67,82,69,72,79,67,73,59,67,72,79,80,7,13,10,9,9,172,159,29,high,medium,73,172,159,31,2,4,78,80,66,74,70,71,68,70,68,64,74,76,74,70,88,84,68,68,86,88,68,54,76,56,72,74,59,67,66,9,7,10,13,9,high,medium,86,65,71,80,67,68
242,185103,79,90,55,75,70,61,78,85,81,77,78,70,66,64,79,58,91,78,77,78,80,84,80,66,76,74,79,84,82,16,15,8,16,6,187,183,29,high,medium,80,187,183,31,3,2,74,78,75,82,83,84,79,69,80,76,85,90,73,77,69,66,77,78,58,64,81,79,91,55,80,85,81,74,64,16,16,8,15,6,medium,high,66,69,78,75,79,78
243,189461,81,73,64,58,84,64,84,80,72,83,84,79,74,83,80,87,75,67,82,66,73,83,61,80,85,65,61,63,65,6,15,15,9,11,172,150,23,medium,medium,82,172,150,25,2,3,84,84,61,65,63,83,80,80,61,85,80,73,84,83,78,73,82,66,87,83,67,58,75,64,73,80,72,65,64,9,6,15,15,11,medium,medium,71,69,80,82,62,72
244,208330,75,70,66,23,75,67,85,70,65,73,81,86,77,83,69,65,58,61,55,56,67,31,21,68,76,60,20,22,22,15,10,11,12,7,182,165,20,medium,medium,76,182,165,22,4,4,81,84,20,22,22,31,69,68,21,76,64,72,75,73,84,77,59,54,65,84,61,23,58,66,67,70,65,60,67,12,15,11,10,7,medium,low,79,66,75,81,21,50
245,178287,70,68,67,63,71,58,73,62,65,68,72,73,71,74,65,78,69,72,84,70,63,42,65,65,69,62,62,64,60,13,13,9,13,16,177,154,26,high,high,72,178,154,28,3,3,72,74,62,60,64,42,65,69,65,72,69,70,71,68,73,69,84,70,78,74,72,63,69,69,66,62,65,62,58,13,13,9,13,16,high,high,69,68,72,74,63,68
246,183288,75,62,24,67,66,48,48,51,52,64,61,68,67,62,67,63,69,80,68,84,39,79,76,46,47,38,78,79,78,14,13,9,14,15,185,187,28,medium,high,74,185,174,30,3,2,59,47,73,73,75,79,67,46,76,40,59,61,64,62,66,66,60,82,63,60,79,67,68,24,39,51,52,38,48,14,14,9,13,15,medium,high,64,39,57,54,75,79
247,202491,71,60,57,46,80,58,66,66,65,76,73,69,68,83,69,74,59,45,71,33,56,47,55,69,77,56,53,53,47,11,10,11,9,11,177,157,23,medium,medium,72,178,146,24,2,3,75,65,53,47,54,47,69,67,55,75,67,60,83,76,69,68,68,33,74,79,45,46,59,57,56,66,65,56,58,9,11,11,10,11,medium,medium,66,58,74,70,52,51
248,152991,71,68,64,64,76,66,70,60,52,74,68,68,66,63,69,68,72,78,83,78,66,83,70,59,69,56,68,66,69,15,8,9,9,8,182,159,31,medium,high,72,183,159,33,3,2,68,70,68,69,66,83,69,59,74,70,74,68,76,75,68,66,83,78,68,63,78,64,74,65,67,61,62,56,66,9,15,9,8,8,medium,high,67,67,71,69,69,79
249,166080,76,76,69,62,80,72,79,69,75,77,80,69,66,78,79,74,78,64,73,58,77,58,62,77,81,82,40,50,34,10,6,9,10,15,177,159,29,medium,medium,74,179,159,30,4,3,80,78,42,34,48,58,74,75,61,80,78,73,76,73,68,64,64,58,74,76,64,62,73,67,73,69,74,79,70,10,10,9,6,15,medium,medium,67,68,73,76,52,66
250,183125,75,45,76,68,69,66,65,68,36,43,74,69,74,65,70,70,86,70,75,92,78,77,22,75,59,77,15,29,25,10,11,16,12,15,182,198,27,high,medium,78,183,198,28,3,3,75,65,33,25,29,80,74,77,29,67,78,55,73,60,69,69,79,92,74,65,86,82,86,80,78,68,36,80,74,12,10,16,11,15,high,medium,65,81,65,69,35,85
251,207599,71,32,24,75,69,30,54,32,25,63,64,68,67,46,55,59,34,79,70,75,43,55,71,23,47,48,73,74,73,16,7,8,14,11,187,181,22,medium,medium,79,188,181,24,3,2,65,59,80,78,81,64,70,23,81,52,75,51,73,70,72,67,79,84,59,46,80,81,54,41,43,32,25,48,30,14,16,8,7,11,medium,medium,72,49,64,68,82,82
252,222922,62,57,48,51,72,47,62,61,51,66,67,70,68,76,55,84,53,67,55,34,34,45,28,45,66,59,44,57,55,13,11,10,10,12,167,154,19,high,low,63,168,154,21,3,3,67,62,44,55,57,45,55,45,28,66,70,57,72,66,68,68,55,34,84,76,67,51,53,48,34,61,51,59,47,10,13,10,11,12,high,low,65,48,66,67,47,49
253,199503,81,68,49,59,84,50,68,68,70,88,79,48,54,58,84,62,88,33,79,75,84,89,74,78,86,59,70,73,66,7,8,11,7,13,185,181,23,medium,medium,82,185,181,24,4,3,80,70,71,68,75,90,83,77,76,86,73,68,85,89,48,54,79,76,62,55,40,62,88,49,85,68,70,59,50,7,7,11,8,13,medium,medium,50,66,79,72,72,78
254,165229,83,54,32,81,75,35,62,22,49,67,67,79,78,70,78,62,54,86,73,71,47,87,84,31,56,51,83,87,85,13,11,9,11,7,185,165,30,medium,high,85,186,165,31,3,2,67,62,83,86,87,90,82,31,86,56,80,54,76,69,78,80,77,76,62,70,86,84,54,32,47,22,49,51,35,11,13,9,11,7,medium,high,75,41,62,65,85,78
255,183277,89,80,83,57,86,79,94,82,79,82,90,93,87,92,86,90,79,59,74,63,82,54,41,86,86,86,25,27,22,11,12,6,8,8,172,163,24,high,medium,89,173,163,26,4,4,91,93,25,22,27,54,85,85,41,86,86,80,84,80,93,87,77,65,90,92,59,57,79,81,82,82,79,86,79,8,11,6,12,8,high,medium,90,82,84,92,32,66
256,205569,74,88,53,57,81,51,73,86,79,80,78,70,68,74,73,79,74,68,76,64,70,67,67,61,82,64,55,65,62,12,12,10,15,15,172,146,20,high,medium,76,173,146,22,3,3,78,71,55,62,65,67,73,61,65,82,79,88,81,80,69,68,76,64,79,74,68,57,74,53,70,86,79,64,51,15,12,10,12,15,medium,medium,66,66,84,75,61,67
257,184941,86,76,85,60,80,78,88,78,77,73,87,89,85,91,84,87,82,72,86,64,80,80,42,85,78,77,30,39,35,10,10,15,12,13,170,137,26,high,high,88,169,137,28,3,4,86,89,30,35,39,80,87,86,42,82,82,80,80,73,88,84,85,72,87,90,85,70,84,85,81,78,78,77,83,12,10,15,10,13,high,high,86,84,80,89,40,78
258,203042,77,11,16,12,36,12,21,12,14,40,26,51,48,58,66,55,29,61,42,59,13,32,27,16,34,42,16,13,11,79,76,75,77,83,195,209,22,medium,medium,82,196,209,24,3,1,26,21,16,11,13,32,73,16,27,31,59,11,36,40,51,45,35,59,55,55,61,12,29,16,13,12,14,42,12,79,81,73,83,85,medium,medium,81,83,72,85,41,78
259,52326,67,11,12,12,39,22,11,11,14,34,22,46,47,38,59,45,25,66,31,62,11,45,24,11,47,22,13,12,11,69,69,65,66,71,190,183,30,medium,medium,70,191,183,32,2,1,22,11,13,11,12,45,59,11,24,50,67,11,39,34,46,47,31,62,45,38,66,12,25,12,11,11,14,22,22,69,69,65,70,73,medium,medium,73,70,69,77,47,71
260,183711,79,81,67,65,83,72,74,80,71,81,78,76,73,74,79,71,75,81,93,73,71,78,72,74,80,64,67,75,68,7,13,7,9,13,182,148,25,high,high,82,182,148,26,3,3,80,74,73,76,80,80,79,74,79,82,78,81,85,83,76,73,93,76,71,74,81,65,75,67,71,80,74,64,72,9,7,7,13,13,high,high,72,70,83,76,76,81
261,151508,76,75,58,53,80,64,76,73,69,77,77,73,70,79,80,76,63,82,86,67,63,74,67,68,75,62,66,71,67,9,7,13,9,11,172,159,30,high,high,77,173,159,32,3,3,77,76,66,67,71,74,80,68,67,75,84,75,80,77,67,67,86,67,76,79,82,53,63,58,63,73,69,62,64,9,9,13,7,11,high,high,64,61,77,77,67,74
262,192985,86,90,82,53,88,82,85,78,77,82,86,76,78,78,87,75,84,65,85,73,85,68,52,83,88,77,30,39,40,15,13,5,10,13,180,168,24,high,medium,88,181,150,25,4,4,86,85,30,40,39,68,88,84,52,88,84,90,89,82,76,78,85,73,75,78,65,53,85,83,86,81,84,77,82,10,15,5,13,13,high,high,75,84,88,85,45,75
263,139313,74,88,57,76,77,70,66,86,84,72,74,66,68,66,71,60,83,76,78,77,79,78,73,74,70,68,64,73,69,14,12,15,16,13,185,190,29,medium,medium,77,186,176,30,2,3,75,69,74,76,77,78,75,74,76,73,70,84,76,73,66,68,80,75,60,66,76,76,83,57,79,86,80,68,70,16,14,15,12,13,medium,medium,62,69,77,71,76,77
264,208461,69,62,53,69,67,50,68,49,46,63,72,64,67,60,70,66,71,88,86,73,56,87,68,66,70,59,59,66,64,14,15,7,12,12,185,168,24,high,high,76,185,168,26,3,2,74,65,71,75,78,76,78,66,81,72,72,63,78,76,66,66,87,76,69,62,79,71,75,59,67,57,43,60,62,12,14,7,15,12,medium,medium,69,66,69,68,76,80
265,182744,77,77,61,74,70,50,73,69,71,69,75,81,86,76,71,75,88,74,84,79,82,82,68,71,54,57,78,77,81,15,13,13,14,16,182,174,31,high,medium,77,185,179,32,2,3,75,73,77,80,77,82,71,71,68,54,77,77,70,69,78,86,84,79,75,76,74,74,85,61,78,69,71,57,50,14,15,13,13,16,medium,medium,80,67,70,74,76,82
266,191089,73,63,75,71,63,62,74,53,69,57,73,76,73,62,75,53,79,69,74,83,69,67,18,68,60,75,19,28,20,8,16,6,10,12,187,198,22,high,medium,74,189,198,23,3,2,73,68,19,20,28,69,72,68,18,60,65,63,63,57,69,73,74,84,53,57,70,74,79,76,69,53,69,75,62,10,8,6,16,12,high,medium,66,72,61,66,27,76
267,164835,78,14,13,11,20,17,14,18,12,32,22,50,47,52,71,44,14,68,25,65,20,43,16,15,52,22,11,12,13,77,80,73,78,84,190,183,30,medium,medium,80,190,183,31,2,1,22,14,11,13,12,43,71,15,16,52,63,14,20,32,50,47,25,65,44,52,68,11,14,13,20,18,12,22,17,78,77,70,84,84,medium,medium,77,84,70,84,48,78
268,190324,73,47,37,74,54,40,59,24,27,57,64,77,78,71,69,64,59,77,68,83,44,77,67,35,36,35,74,74,79,14,11,6,14,16,187,185,24,low,high,76,187,185,26,3,2,64,59,74,81,76,77,71,63,74,36,64,47,60,57,77,78,82,83,64,63,81,76,57,53,44,34,27,53,52,14,14,6,11,16,medium,high,73,50,49,62,74,79
269,159577,74,54,32,78,54,28,25,32,49,62,57,46,50,30,70,41,49,58,77,86,59,83,70,33,45,66,79,76,78,6,14,7,14,11,190,196,34,medium,medium,74,191,196,35,3,2,55,28,75,76,75,85,72,33,71,45,56,51,51,57,39,45,72,84,41,30,58,77,49,32,59,32,49,66,28,14,6,7,14,11,medium,medium,31,41,49,39,73,79
270,172723,82,14,12,12,26,12,16,17,15,23,24,52,58,53,79,41,28,38,36,80,12,42,21,11,31,40,13,11,12,83,80,74,80,84,200,183,28,medium,medium,83,200,183,29,2,1,24,16,13,12,11,42,79,11,21,31,62,14,26,32,52,58,36,80,41,53,38,12,28,12,12,17,15,40,12,80,83,74,81,84,medium,medium,81,81,73,82,55,79
271,184082,74,60,34,78,60,29,46,39,28,48,62,57,63,51,71,48,42,63,71,90,29,79,75,54,45,31,71,78,66,6,12,15,10,13,185,183,26,medium,medium,76,186,183,28,2,2,62,46,71,69,78,81,71,54,75,45,64,60,60,50,55,66,71,90,48,51,63,78,55,34,29,39,28,31,29,10,6,15,12,13,medium,medium,59,38,53,53,74,82
272,202652,82,72,73,38,77,59,87,64,49,70,85,94,92,90,80,91,68,61,75,64,70,34,26,81,76,63,48,58,54,15,12,12,15,9,170,152,20,high,medium,83,170,152,22,2,4,84,86,48,54,58,34,79,81,26,76,74,72,81,67,94,92,75,64,91,90,60,38,68,73,70,64,49,63,59,15,15,12,12,9,high,medium,93,71,74,85,46,61
273,199561,82,81,82,45,80,65,85,83,80,67,83,80,76,84,84,81,74,63,75,62,81,73,58,82,81,74,30,39,25,10,15,12,8,8,175,159,28,high,low,82,175,159,30,3,4,83,81,30,25,39,73,84,82,58,81,82,81,77,67,79,76,74,62,81,84,63,45,74,81,80,83,80,74,65,8,10,12,15,8,high,low,72,78,76,80,39,67
274,173436,76,64,77,32,74,52,82,58,42,65,78,92,90,86,67,95,75,70,84,56,74,69,35,74,66,70,33,45,48,12,11,14,8,16,167,137,27,high,high,77,167,137,29,3,4,78,80,33,48,45,69,67,74,35,66,67,64,74,65,92,88,84,56,95,86,70,32,75,75,74,58,42,70,52,8,12,14,11,16,high,high,83,72,67,80,38,63
275,195668,74,12,11,12,15,13,15,11,20,26,25,49,52,47,67,41,36,64,30,72,11,23,22,16,38,15,15,11,14,76,74,75,74,75,195,198,25,medium,medium,76,195,198,26,2,1,25,15,15,14,11,23,67,16,22,38,37,12,15,26,49,52,30,72,41,47,64,12,36,11,11,11,20,15,13,75,78,75,75,77,medium,medium,78,69,75,77,51,72
276,199576,73,37,25,65,78,22,55,49,53,69,71,66,55,60,66,59,60,67,75,84,43,76,74,50,68,54,72,77,65,12,14,10,11,16,182,183,24,medium,high,75,183,183,25,3,2,71,55,73,68,77,83,66,50,76,70,72,37,78,71,66,55,75,84,59,60,67,65,60,25,43,49,53,54,22,11,12,10,14,16,medium,high,57,39,65,64,78,85
277,226790,60,28,20,67,60,28,33,25,29,52,54,78,80,57,63,74,46,76,71,76,23,72,61,23,29,35,60,65,62,13,14,7,7,13,187,165,18,medium,medium,75,187,176,20,3,2,72,63,72,75,77,74,73,41,76,65,71,50,73,69,76,78,88,75,65,68,78,73,78,44,68,57,29,35,66,7,13,7,14,13,high,high,74,60,65,67,78,80
278,229901,57,24,25,53,55,23,50,26,31,50,60,54,60,56,50,34,33,73,59,72,26,47,49,26,30,40,56,59,56,12,12,12,15,13,198,176,16,medium,medium,58,198,176,18,3,2,60,50,56,56,59,47,50,26,49,30,50,24,55,50,54,60,59,72,34,56,73,53,33,25,26,26,31,40,23,15,12,12,12,13,medium,medium,35,28,40,53,57,65
279,184134,78,60,54,70,75,41,63,65,53,73,72,66,68,79,79,57,76,72,84,81,68,87,83,59,63,54,82,80,82,1,1,1,1,1,185,168,28,medium,high,79,183,168,29,2,2,72,62,78,82,80,87,79,59,83,62,76,60,75,73,66,68,84,81,57,74,72,70,76,54,68,65,53,54,41,1,1,1,1,1,medium,high,64,61,68,68,79,82
280,186537,74,70,72,79,69,73,68,66,57,59,71,69,71,67,79,63,78,83,87,77,63,77,36,77,69,82,39,49,42,16,14,9,16,8,185,168,28,medium,low,74,184,159,30,3,3,73,72,39,42,49,77,79,78,36,69,77,70,69,59,71,72,87,77,63,67,83,79,79,76,69,66,57,82,73,16,16,9,14,8,medium,low,69,75,67,71,46,79
281,191648,73,23,34,75,63,56,57,38,33,52,63,67,65,74,73,62,50,85,75,75,41,66,67,42,50,54,77,80,76,12,16,8,6,13,187,172,27,medium,medium,75,189,172,28,4,2,63,57,76,76,79,66,73,42,69,50,65,23,63,52,67,66,75,78,62,74,85,74,50,34,41,38,33,54,56,6,12,8,16,13,medium,medium,62,41,51,61,76,75
282,216267,73,76,56,67,66,32,69,66,30,56,74,77,85,83,71,68,67,55,81,66,58,68,71,60,69,55,71,73,69,11,8,10,7,14,177,139,21,high,high,75,178,139,23,2,2,74,69,71,69,73,69,71,64,71,69,67,78,68,59,79,85,81,68,72,83,55,67,67,59,61,68,30,55,32,7,11,10,8,14,high,high,80,60,67,75,72,71
283,195671,77,56,82,81,59,72,66,59,43,46,74,71,74,65,78,55,83,82,74,81,71,67,47,83,61,77,31,37,22,9,11,7,9,13,187,185,26,high,medium,78,188,185,27,2,2,74,66,31,22,37,67,78,83,47,61,78,56,59,46,66,74,74,81,55,65,82,81,83,82,71,59,43,77,72,9,9,7,11,13,high,medium,65,79,56,68,40,76
284,205989,72,70,47,65,73,49,71,59,49,65,75,64,68,66,65,61,52,67,73,70,56,83,68,54,54,54,75,79,77,11,14,12,7,12,182,146,20,medium,medium,75,182,146,22,3,2,73,68,75,77,79,83,66,54,72,54,68,70,73,65,58,70,75,74,67,66,71,68,52,47,56,59,49,54,49,7,11,12,14,12,low,high,64,51,66,69,75,76
285,206538,59,45,21,47,54,25,57,41,29,48,56,68,67,59,54,65,47,57,70,77,43,59,70,49,43,44,53,68,61,13,7,8,10,13,182,168,22,medium,high,72,182,168,23,3,3,70,63,72,71,73,73,65,61,71,69,63,56,76,65,75,73,74,77,73,68,70,64,64,51,61,41,29,44,25,10,13,8,7,13,medium,high,73,54,65,66,71,75
286,162895,87,86,78,74,93,81,81,77,81,92,87,65,62,65,83,77,77,68,81,64,78,45,61,81,93,80,62,66,62,6,10,8,15,15,175,163,28,high,medium,86,175,163,29,3,3,86,80,60,62,63,45,81,78,50,91,92,85,91,90,65,62,80,64,77,65,68,74,77,76,75,77,81,80,81,15,6,8,10,15,high,medium,63,77,88,80,61,64
