id,player_fifa_api_id,player_api_id,overall_rating,potential,preferred_foot,attacking_work_rate,defensive_work_rate,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
164263,172879,39455,83.0,84.0,right,medium,medium,50.0,44.0,85.0,65.0,48.0,58.0,38.0,35.0,64.0,59.0,72.0,77.0,64.0,78.0,67.0,79.0,84.0,74.0,86.0,49.0,88.0,78.0,51.0,57.0,51.0,88.0,88.0,89.0,6.0,8.0,5.0,12.0,5.0
164264,172879,39455,83.0,84.0,right,medium,medium,50.0,44.0,85.0,65.0,48.0,58.0,38.0,35.0,64.0,59.0,72.0,77.0,64.0,78.0,67.0,79.0,84.0,74.0,86.0,49.0,88.0,78.0,51.0,57.0,51.0,88.0,88.0,89.0,6.0,8.0,5.0,12.0,5.0
164265,172879,39455,83.0,84.0,right,medium,medium,50.0,44.0,85.0,65.0,48.0,58.0,38.0,35.0,64.0,59.0,72.0,77.0,64.0,78.0,67.0,79.0,84.0,74.0,86.0,49.0,88.0,78.0,51.0,57.0,51.0,88.0,88.0,89.0,6.0,8.0,5.0,12.0,5.0
164302,213556,292978,72.0,73.0,right,high,high,73.0,68.0,45.0,70.0,65.0,69.0,67.0,49.0,66.0,67.0,77.0,84.0,74.0,70.0,68.0,72.0,51.0,82.0,71.0,70.0,75.0,72.0,54.0,66.0,62.0,70.0,71.0,69.0,11.0,10.0,7.0,8.0,8.0
164303,213556,292978,71.0,72.0,right,high,high,73.0,68.0,45.0,70.0,65.0,69.0,67.0,49.0,66.0,67.0,77.0,84.0,74.0,70.0,68.0,72.0,51.0,82.0,71.0,70.0,75.0,72.0,54.0,66.0,62.0,70.0,71.0,69.0,11.0,10.0,7.0,8.0,8.0
164318,173530,23839,73.0,74.0,left,medium,medium,68.0,68.0,42.0,75.0,66.0,77.0,74.0,76.0,60.0,75.0,90.0,86.0,81.0,70.0,79.0,74.0,56.0,70.0,57.0,71.0,34.0,31.0,66.0,68.0,74.0,39.0,36.0,35.0,14.0,8.0,7.0,15.0,6.0
164345,199912,212814,68.0,74.0,right,medium,medium,66.0,62.0,50.0,73.0,61.0,74.0,72.0,69.0,64.0,72.0,69.0,68.0,78.0,68.0,75.0,57.0,72.0,57.0,49.0,59.0,39.0,37.0,64.0,68.0,60.0,18.0,24.0,20.0,11.0,14.0,7.0,16.0,14.0
164346,199912,212814,68.0,74.0,right,medium,medium,66.0,62.0,50.0,73.0,61.0,74.0,72.0,69.0,64.0,72.0,69.0,68.0,78.0,68.0,75.0,57.0,72.0,57.0,49.0,59.0,39.0,37.0,64.0,68.0,60.0,18.0,24.0,20.0,11.0,14.0,7.0,16.0,14.0
164365,215533,212147,69.0,74.0,right,medium,medium,15.0,14.0,18.0,27.0,13.0,12.0,18.0,18.0,18.0,27.0,38.0,36.0,42.0,71.0,40.0,21.0,58.0,30.0,56.0,16.0,29.0,11.0,8.0,39.0,26.0,18.0,14.0,14.0,71.0,71.0,63.0,65.0,71.0
164385,181460,58485,74.0,76.0,right,high,low,74.0,58.0,50.0,75.0,70.0,78.0,76.0,74.0,67.0,81.0,78.0,72.0,75.0,72.0,77.0,70.0,60.0,69.0,58.0,77.0,55.0,19.0,65.0,73.0,75.0,20.0,32.0,20.0,12.0,5.0,12.0,10.0,15.0
164386,181460,58485,74.0,76.0,right,high,low,74.0,58.0,50.0,75.0,70.0,78.0,76.0,74.0,67.0,81.0,78.0,72.0,75.0,72.0,77.0,70.0,60.0,69.0,58.0,77.0,55.0,19.0,65.0,74.0,75.0,20.0,32.0,20.0,12.0,5.0,12.0,10.0,15.0
164387,181460,58485,74.0,76.0,right,high,low,74.0,58.0,50.0,75.0,70.0,78.0,76.0,74.0,67.0,81.0,78.0,72.0,75.0,72.0,77.0,70.0,60.0,71.0,58.0,77.0,55.0,19.0,65.0,74.0,75.0,20.0,32.0,20.0,12.0,5.0,12.0,10.0,15.0
164388,181460,58485,74.0,77.0,right,high,low,74.0,58.0,50.0,75.0,70.0,78.0,76.0,74.0,67.0,81.0,78.0,72.0,75.0,72.0,77.0,70.0,60.0,71.0,58.0,77.0,55.0,19.0,65.0,74.0,75.0,20.0,32.0,20.0,12.0,5.0,12.0,10.0,15.0
164407,205391,279477,70.0,78.0,right,low,medium,47.0,38.0,58.0,74.0,37.0,66.0,43.0,48.0,69.0,72.0,68.0,65.0,66.0,70.0,52.0,68.0,65.0,70.0,75.0,79.0,72.0,72.0,64.0,68.0,51.0,66.0,68.0,62.0,13.0,7.0,7.0,13.0,11.0
164408,205391,279477,70.0,78.0,right,low,medium,47.0,38.0,58.0,74.0,37.0,66.0,43.0,48.0,69.0,72.0,68.0,65.0,66.0,70.0,52.0,68.0,65.0,70.0,75.0,79.0,72.0,72.0,64.0,70.0,51.0,66.0,68.0,62.0,13.0,7.0,7.0,13.0,11.0
164409,205391,279477,70.0,78.0,right,low,medium,47.0,38.0,58.0,74.0,37.0,66.0,43.0,48.0,69.0,72.0,71.0,65.0,66.0,70.0,52.0,68.0,65.0,70.0,75.0,79.0,72.0,72.0,64.0,70.0,51.0,66.0,68.0,62.0,13.0,7.0,7.0,13.0,11.0
164422,189803,150203,63.0,64.0,right,medium,medium,59.0,60.0,60.0,59.0,61.0,67.0,44.0,49.0,54.0,66.0,74.0,82.0,74.0,66.0,62.0,66.0,60.0,70.0,70.0,57.0,43.0,30.0,63.0,57.0,55.0,16.0,27.0,28.0,10.0,7.0,15.0,11.0,11.0
164439,137453,27565,64.0,64.0,right,low,high,40.0,31.0,66.0,44.0,35.0,36.0,34.0,38.0,44.0,44.0,64.0,68.0,58.0,57.0,60.0,72.0,70.0,54.0,72.0,47.0,66.0,65.0,25.0,49.0,40.0,68.0,68.0,62.0,15.0,11.0,9.0,7.0,15.0
164440,137453,27565,65.0,65.0,right,low,high,41.0,31.0,67.0,51.0,35.0,32.0,34.0,38.0,49.0,45.0,70.0,66.0,61.0,57.0,60.0,72.0,70.0,54.0,72.0,47.0,69.0,63.0,25.0,49.0,40.0,66.0,68.0,62.0,15.0,11.0,9.0,7.0,15.0
164441,137453,27565,70.0,70.0,right,low,high,41.0,31.0,71.0,51.0,35.0,32.0,34.0,38.0,49.0,45.0,74.0,68.0,61.0,67.0,60.0,72.0,77.0,54.0,79.0,47.0,79.0,63.0,25.0,49.0,40.0,75.0,73.0,67.0,15.0,11.0,9.0,7.0,15.0
164460,172425,34654,71.0,71.0,right,medium,medium,27.0,24.0,74.0,59.0,16.0,54.0,34.0,16.0,53.0,57.0,65.0,69.0,44.0,62.0,39.0,47.0,58.0,77.0,86.0,15.0,75.0,73.0,24.0,38.0,19.0,68.0,72.0,70.0,7.0,6.0,16.0,12.0,8.0
164461,172425,34654,71.0,71.0,right,medium,medium,27.0,24.0,74.0,61.0,16.0,55.0,34.0,16.0,55.0,57.0,66.0,68.0,44.0,63.0,40.0,47.0,58.0,77.0,87.0,15.0,75.0,73.0,24.0,38.0,19.0,70.0,72.0,70.0,7.0,6.0,16.0,12.0,8.0
164462,172425,34654,72.0,72.0,right,medium,medium,27.0,20.0,74.0,61.0,16.0,55.0,34.0,16.0,55.0,57.0,66.0,69.0,48.0,64.0,41.0,47.0,58.0,77.0,88.0,15.0,76.0,73.0,24.0,38.0,16.0,70.0,74.0,72.0,7.0,6.0,16.0,12.0,8.0
164463,172425,34654,72.0,72.0,right,medium,medium,27.0,20.0,74.0,62.0,16.0,55.0,34.0,16.0,56.0,59.0,67.0,69.0,52.0,64.0,42.0,47.0,58.0,77.0,88.0,15.0,76.0,73.0,24.0,38.0,16.0,70.0,74.0,72.0,7.0,6.0,16.0,12.0,8.0
164491,50294,41124,70.0,70.0,right,medium,medium,72.0,71.0,70.0,75.0,74.0,70.0,55.0,54.0,63.0,75.0,65.0,65.0,73.0,65.0,75.0,77.0,71.0,48.0,60.0,74.0,65.0,51.0,70.0,67.0,73.0,51.0,51.0,46.0,8.0,11.0,14.0,14.0,10.0
164492,50294,41124,70.0,70.0,right,medium,high,72.0,71.0,70.0,75.0,74.0,70.0,55.0,54.0,63.0,75.0,65.0,65.0,73.0,65.0,75.0,77.0,68.0,48.0,60.0,74.0,65.0,51.0,70.0,67.0,73.0,51.0,51.0,46.0,8.0,11.0,14.0,14.0,10.0
164536,210404,362110,66.0,71.0,right,medium,medium,49.0,66.0,56.0,59.0,61.0,67.0,60.0,49.0,51.0,68.0,66.0,69.0,39.0,67.0,48.0,73.0,36.0,67.0,82.0,56.0,41.0,20.0,64.0,61.0,61.0,22.0,23.0,20.0,8.0,16.0,11.0,13.0,6.0
164537,210404,362110,66.0,71.0,right,medium,medium,49.0,67.0,56.0,59.0,61.0,67.0,60.0,49.0,51.0,68.0,66.0,69.0,39.0,67.0,48.0,73.0,36.0,67.0,82.0,56.0,41.0,20.0,64.0,61.0,61.0,22.0,23.0,20.0,8.0,16.0,11.0,13.0,6.0
164538,210404,362110,66.0,71.0,right,medium,medium,49.0,67.0,56.0,59.0,61.0,67.0,60.0,49.0,51.0,68.0,66.0,69.0,39.0,67.0,48.0,73.0,36.0,67.0,82.0,56.0,41.0,20.0,64.0,61.0,61.0,22.0,23.0,20.0,8.0,16.0,11.0,13.0,6.0
164539,210404,362110,66.0,71.0,right,medium,medium,49.0,67.0,56.0,59.0,61.0,67.0,60.0,49.0,51.0,68.0,66.0,69.0,39.0,67.0,48.0,73.0,36.0,67.0,82.0,56.0,41.0,20.0,64.0,61.0,61.0,22.0,23.0,20.0,8.0,16.0,11.0,13.0,6.0
164540,210404,362110,66.0,71.0,right,medium,medium,49.0,67.0,56.0,59.0,61.0,67.0,60.0,49.0,51.0,68.0,65.0,69.0,39.0,67.0,48.0,72.0,36.0,65.0,80.0,56.0,41.0,20.0,62.0,59.0,61.0,22.0,23.0,20.0,8.0,16.0,11.0,13.0,6.0
164541,210404,362110,65.0,70.0,right,medium,medium,49.0,65.0,56.0,59.0,61.0,67.0,60.0,49.0,51.0,68.0,65.0,69.0,39.0,67.0,48.0,72.0,36.0,61.0,78.0,56.0,41.0,20.0,62.0,59.0,61.0,22.0,23.0,20.0,8.0,16.0,11.0,13.0,6.0
164567,189423,128795,76.0,77.0,right,medium,medium,68.0,62.0,72.0,74.0,44.0,74.0,68.0,62.0,74.0,77.0,68.0,71.0,67.0,78.0,63.0,77.0,65.0,82.0,82.0,73.0,82.0,75.0,66.0,64.0,55.0,74.0,80.0,75.0,10.0,12.0,7.0,10.0,8.0
164568,189423,128795,76.0,78.0,right,medium,medium,68.0,62.0,72.0,74.0,44.0,74.0,68.0,62.0,74.0,77.0,68.0,71.0,67.0,78.0,63.0,77.0,65.0,82.0,82.0,73.0,82.0,75.0,66.0,64.0,55.0,74.0,80.0,75.0,10.0,12.0,7.0,10.0,8.0
164569,189423,128795,77.0,79.0,right,medium,medium,68.0,62.0,72.0,74.0,44.0,74.0,68.0,62.0,74.0,77.0,68.0,71.0,67.0,78.0,63.0,77.0,65.0,82.0,82.0,73.0,82.0,77.0,66.0,64.0,55.0,74.0,80.0,75.0,10.0,12.0,7.0,10.0,8.0
164605,177886,36389,71.0,71.0,right,medium,low,61.0,69.0,77.0,67.0,67.0,66.0,53.0,64.0,55.0,70.0,66.0,65.0,65.0,73.0,61.0,73.0,83.0,60.0,81.0,70.0,76.0,32.0,73.0,57.0,71.0,19.0,33.0,22.0,13.0,11.0,11.0,8.0,9.0
164606,177886,36389,72.0,72.0,right,medium,low,61.0,70.0,80.0,67.0,69.0,67.0,53.0,64.0,55.0,71.0,66.0,65.0,65.0,74.0,61.0,75.0,83.0,60.0,81.0,71.0,76.0,32.0,73.0,57.0,71.0,19.0,33.0,22.0,13.0,11.0,11.0,8.0,9.0
164649,213150,426359,77.0,80.0,right,medium,medium,20.0,19.0,17.0,31.0,12.0,13.0,12.0,20.0,21.0,23.0,49.0,47.0,36.0,73.0,41.0,22.0,69.0,37.0,67.0,14.0,27.0,26.0,18.0,35.0,14.0,18.0,15.0,13.0,79.0,77.0,73.0,76.0,81.0
164669,193685,22707,70.0,70.0,right,high,medium,72.0,58.0,63.0,68.0,53.0,73.0,66.0,51.0,68.0,71.0,72.0,74.0,69.0,69.0,57.0,69.0,71.0,86.0,72.0,55.0,80.0,59.0,64.0,55.0,59.0,68.0,70.0,74.0,6.0,15.0,15.0,7.0,9.0
164710,164458,15905,65.0,65.0,right,medium,medium,55.0,49.0,54.0,65.0,59.0,58.0,63.0,61.0,61.0,63.0,72.0,66.0,71.0,61.0,83.0,62.0,81.0,74.0,72.0,60.0,63.0,67.0,44.0,56.0,50.0,64.0,67.0,63.0,13.0,14.0,11.0,15.0,9.0
164711,164458,15905,66.0,66.0,right,medium,medium,55.0,56.0,54.0,67.0,63.0,63.0,63.0,61.0,61.0,71.0,72.0,66.0,71.0,61.0,83.0,63.0,84.0,74.0,72.0,60.0,63.0,67.0,44.0,56.0,50.0,66.0,67.0,63.0,13.0,14.0,11.0,15.0,9.0
164716,204489,278848,65.0,71.0,left,medium,medium,61.0,63.0,44.0,65.0,49.0,71.0,51.0,53.0,55.0,66.0,76.0,71.0,75.0,60.0,76.0,61.0,65.0,63.0,49.0,66.0,50.0,30.0,57.0,53.0,46.0,26.0,29.0,24.0,11.0,6.0,13.0,11.0,13.0
164723,18919,38802,69.0,69.0,right,medium,medium,63.0,55.0,49.0,79.0,63.0,71.0,72.0,66.0,73.0,76.0,38.0,32.0,76.0,67.0,84.0,50.0,60.0,41.0,63.0,61.0,76.0,65.0,63.0,76.0,66.0,48.0,61.0,54.0,6.0,8.0,7.0,15.0,12.0
164767,207746,303360,68.0,73.0,right,medium,medium,52.0,34.0,61.0,60.0,39.0,60.0,45.0,37.0,55.0,60.0,72.0,68.0,55.0,62.0,66.0,56.0,74.0,73.0,72.0,27.0,82.0,67.0,53.0,40.0,49.0,71.0,70.0,67.0,7.0,14.0,8.0,14.0,10.0
164768,207746,303360,66.0,71.0,right,medium,medium,52.0,34.0,61.0,61.0,39.0,60.0,45.0,37.0,55.0,60.0,72.0,68.0,55.0,64.0,66.0,56.0,74.0,73.0,76.0,27.0,82.0,69.0,53.0,40.0,49.0,73.0,71.0,68.0,7.0,14.0,8.0,14.0,10.0
164769,207746,303360,67.0,72.0,right,medium,medium,57.0,34.0,61.0,64.0,39.0,60.0,45.0,37.0,57.0,60.0,72.0,68.0,55.0,64.0,66.0,56.0,74.0,73.0,76.0,27.0,82.0,69.0,53.0,40.0,49.0,73.0,71.0,68.0,7.0,14.0,8.0,14.0,10.0
164770,207746,303360,70.0,75.0,right,medium,medium,57.0,34.0,61.0,64.0,39.0,60.0,45.0,37.0,57.0,60.0,72.0,67.0,55.0,64.0,66.0,56.0,74.0,71.0,76.0,27.0,82.0,69.0,53.0,40.0,49.0,73.0,72.0,65.0,7.0,14.0,8.0,14.0,10.0
164784,183410,94008,72.0,72.0,right,medium,medium,70.0,63.0,42.0,67.0,58.0,77.0,67.0,50.0,56.0,72.0,92.0,92.0,84.0,67.0,74.0,68.0,62.0,72.0,58.0,64.0,40.0,34.0,68.0,68.0,44.0,11.0,27.0,39.0,9.0,12.0,13.0,16.0,8.0
164806,213136,426174,65.0,67.0,right,high,medium,63.0,28.0,62.0,60.0,27.0,51.0,65.0,37.0,59.0,57.0,74.0,73.0,66.0,65.0,65.0,54.0,67.0,66.0,62.0,33.0,64.0,64.0,40.0,48.0,49.0,67.0,67.0,67.0,15.0,8.0,15.0,8.0,11.0
164807,213136,426174,65.0,67.0,right,high,medium,63.0,28.0,62.0,60.0,27.0,51.0,65.0,37.0,59.0,57.0,74.0,73.0,71.0,65.0,71.0,54.0,67.0,66.0,62.0,33.0,64.0,64.0,40.0,48.0,49.0,67.0,67.0,67.0,15.0,8.0,15.0,8.0,11.0
164808,213136,426174,65.0,68.0,right,high,medium,63.0,28.0,62.0,60.0,27.0,51.0,65.0,37.0,59.0,57.0,74.0,73.0,71.0,65.0,71.0,54.0,67.0,66.0,62.0,33.0,64.0,64.0,40.0,48.0,49.0,67.0,67.0,67.0,15.0,8.0,15.0,8.0,11.0
164846,205853,281763,65.0,71.0,left,medium,high,55.0,30.0,61.0,52.0,30.0,49.0,36.0,21.0,47.0,59.0,71.0,74.0,56.0,59.0,58.0,43.0,68.0,78.0,63.0,41.0,65.0,64.0,23.0,25.0,30.0,68.0,70.0,67.0,8.0,8.0,9.0,11.0,13.0
164847,205853,281763,65.0,71.0,left,medium,high,55.0,30.0,61.0,52.0,30.0,49.0,36.0,21.0,47.0,59.0,65.0,68.0,56.0,59.0,58.0,43.0,68.0,78.0,63.0,41.0,65.0,64.0,23.0,25.0,30.0,68.0,70.0,67.0,8.0,8.0,9.0,11.0,13.0
164862,176790,38647,76.0,76.0,right,medium,medium,74.0,73.0,75.0,75.0,68.0,77.0,59.0,63.0,68.0,75.0,79.0,86.0,77.0,76.0,72.0,71.0,76.0,68.0,64.0,62.0,62.0,54.0,77.0,75.0,61.0,30.0,37.0,36.0,9.0,8.0,16.0,12.0,13.0
164896,198352,193901,76.0,80.0,right,medium,medium,43.0,34.0,81.0,66.0,37.0,47.0,33.0,40.0,64.0,54.0,62.0,67.0,53.0,76.0,47.0,65.0,63.0,66.0,79.0,30.0,66.0,83.0,33.0,47.0,52.0,77.0,82.0,74.0,7.0,16.0,8.0,13.0,14.0
164938,165109,43341,79.0,79.0,left,medium,high,70.0,55.0,70.0,72.0,51.0,66.0,45.0,48.0,67.0,69.0,78.0,75.0,71.0,78.0,67.0,79.0,65.0,77.0,80.0,74.0,75.0,85.0,55.0,60.0,57.0,84.0,86.0,85.0,9.0,12.0,12.0,6.0,13.0
164939,165109,43341,79.0,79.0,left,medium,high,70.0,55.0,70.0,72.0,51.0,66.0,45.0,48.0,67.0,69.0,78.0,75.0,71.0,78.0,67.0,79.0,65.0,77.0,80.0,74.0,75.0,85.0,55.0,60.0,57.0,84.0,86.0,85.0,9.0,12.0,12.0,6.0,13.0
164940,165109,43341,79.0,79.0,left,medium,high,70.0,55.0,70.0,72.0,51.0,66.0,45.0,48.0,67.0,69.0,78.0,75.0,71.0,78.0,67.0,79.0,65.0,77.0,80.0,74.0,79.0,85.0,55.0,60.0,57.0,84.0,86.0,85.0,9.0,12.0,12.0,6.0,13.0
164941,165109,43341,79.0,79.0,left,medium,high,68.0,40.0,72.0,72.0,34.0,66.0,42.0,42.0,64.0,66.0,78.0,78.0,74.0,78.0,62.0,79.0,83.0,77.0,77.0,74.0,79.0,85.0,55.0,30.0,60.0,84.0,86.0,84.0,9.0,12.0,12.0,6.0,13.0
164942,165109,43341,79.0,79.0,left,medium,high,68.0,40.0,72.0,72.0,34.0,66.0,42.0,42.0,64.0,66.0,78.0,78.0,74.0,78.0,62.0,79.0,83.0,77.0,77.0,74.0,79.0,85.0,55.0,30.0,60.0,87.0,86.0,84.0,9.0,12.0,12.0,6.0,13.0
164970,198176,188555,81.0,87.0,right,medium,high,49.0,25.0,76.0,70.0,27.0,61.0,45.0,16.0,71.0,72.0,69.0,66.0,62.0,78.0,60.0,65.0,71.0,55.0,78.0,60.0,75.0,86.0,32.0,50.0,41.0,85.0,86.0,82.0,8.0,10.0,7.0,14.0,13.0
164971,198176,188555,81.0,87.0,right,medium,high,49.0,25.0,76.0,70.0,27.0,61.0,45.0,16.0,71.0,72.0,69.0,66.0,62.0,78.0,60.0,65.0,71.0,75.0,78.0,60.0,75.0,86.0,32.0,50.0,41.0,85.0,86.0,82.0,8.0,10.0,7.0,14.0,13.0
164972,198176,188555,81.0,85.0,right,medium,medium,49.0,25.0,76.0,70.0,27.0,61.0,45.0,16.0,71.0,72.0,64.0,66.0,62.0,78.0,56.0,65.0,78.0,55.0,78.0,60.0,75.0,86.0,32.0,50.0,41.0,85.0,86.0,82.0,8.0,10.0,7.0,14.0,13.0
164973,198176,188555,82.0,86.0,right,medium,medium,49.0,25.0,77.0,70.0,27.0,61.0,45.0,16.0,71.0,72.0,65.0,67.0,68.0,80.0,56.0,65.0,78.0,55.0,79.0,60.0,75.0,87.0,32.0,51.0,41.0,87.0,86.0,82.0,8.0,10.0,7.0,14.0,13.0
164974,198176,188555,82.0,86.0,right,medium,medium,49.0,25.0,77.0,70.0,27.0,61.0,45.0,16.0,71.0,72.0,65.0,67.0,68.0,80.0,56.0,65.0,78.0,69.0,79.0,60.0,75.0,87.0,32.0,51.0,41.0,87.0,86.0,82.0,8.0,10.0,7.0,14.0,13.0
165035,187043,70078,72.0,76.0,left,high,medium,66.0,59.0,51.0,76.0,64.0,67.0,70.0,72.0,75.0,78.0,70.0,70.0,76.0,74.0,75.0,73.0,54.0,89.0,62.0,64.0,84.0,61.0,69.0,74.0,51.0,60.0,56.0,54.0,7.0,16.0,7.0,9.0,14.0
165036,187043,70078,73.0,77.0,left,high,medium,66.0,59.0,51.0,76.0,64.0,67.0,70.0,72.0,75.0,78.0,70.0,70.0,76.0,74.0,75.0,73.0,54.0,89.0,62.0,64.0,84.0,61.0,69.0,74.0,51.0,60.0,56.0,54.0,7.0,16.0,7.0,9.0,14.0
165037,187043,70078,72.0,76.0,left,high,medium,66.0,59.0,51.0,76.0,64.0,67.0,70.0,72.0,75.0,78.0,70.0,70.0,76.0,74.0,75.0,73.0,54.0,92.0,62.0,64.0,84.0,61.0,69.0,74.0,51.0,60.0,56.0,54.0,7.0,16.0,7.0,9.0,14.0
165068,137262,31199,79.0,79.0,right,high,high,68.0,85.0,88.0,76.0,82.0,69.0,66.0,49.0,59.0,71.0,63.0,67.0,48.0,83.0,45.0,82.0,79.0,86.0,80.0,73.0,77.0,44.0,84.0,75.0,79.0,26.0,50.0,41.0,6.0,7.0,5.0,11.0,12.0
165146,209547,196203,74.0,76.0,left,medium,medium,38.0,22.0,75.0,61.0,28.0,57.0,29.0,33.0,57.0,60.0,54.0,54.0,53.0,71.0,54.0,61.0,71.0,67.0,82.0,38.0,80.0,69.0,31.0,48.0,35.0,73.0,81.0,77.0,9.0,8.0,8.0,15.0,16.0
165147,209547,196203,74.0,76.0,left,medium,medium,38.0,22.0,75.0,61.0,28.0,57.0,29.0,33.0,57.0,60.0,54.0,54.0,53.0,71.0,54.0,61.0,71.0,67.0,82.0,38.0,80.0,69.0,31.0,48.0,35.0,73.0,81.0,77.0,9.0,8.0,8.0,15.0,16.0
165148,209547,196203,74.0,76.0,left,medium,medium,38.0,22.0,75.0,61.0,28.0,57.0,29.0,33.0,57.0,60.0,54.0,54.0,53.0,71.0,54.0,61.0,71.0,67.0,82.0,38.0,80.0,69.0,31.0,48.0,35.0,73.0,81.0,77.0,9.0,8.0,8.0,15.0,16.0
165149,209547,196203,74.0,76.0,left,medium,medium,38.0,22.0,75.0,61.0,28.0,57.0,29.0,33.0,57.0,60.0,54.0,54.0,53.0,71.0,54.0,61.0,71.0,67.0,82.0,38.0,80.0,69.0,31.0,48.0,35.0,73.0,81.0,77.0,9.0,8.0,8.0,15.0,16.0
165181,184635,102719,69.0,70.0,right,medium,medium,67.0,77.0,59.0,72.0,69.0,72.0,73.0,67.0,61.0,73.0,67.0,66.0,73.0,65.0,46.0,67.0,47.0,65.0,66.0,75.0,51.0,33.0,63.0,60.0,66.0,26.0,23.0,33.0,12.0,6.0,14.0,14.0,13.0
165182,184635,102719,69.0,70.0,right,medium,medium,67.0,77.0,59.0,72.0,69.0,72.0,73.0,67.0,61.0,73.0,67.0,66.0,73.0,65.0,46.0,67.0,47.0,65.0,66.0,75.0,51.0,33.0,63.0,60.0,66.0,26.0,23.0,33.0,12.0,6.0,14.0,14.0,13.0
165207,188946,173432,63.0,65.0,right,high,medium,42.0,61.0,69.0,59.0,52.0,59.0,57.0,45.0,38.0,62.0,52.0,65.0,44.0,58.0,61.0,61.0,66.0,65.0,83.0,53.0,59.0,36.0,66.0,54.0,55.0,22.0,23.0,22.0,12.0,6.0,8.0,9.0,15.0
165208,188946,173432,63.0,65.0,right,high,medium,42.0,61.0,69.0,59.0,52.0,59.0,57.0,45.0,38.0,62.0,52.0,65.0,44.0,58.0,61.0,61.0,66.0,65.0,83.0,53.0,49.0,36.0,66.0,54.0,55.0,22.0,23.0,22.0,12.0,6.0,8.0,9.0,15.0
165209,188946,173432,63.0,65.0,right,high,medium,42.0,61.0,69.0,59.0,52.0,59.0,57.0,45.0,38.0,62.0,52.0,65.0,44.0,58.0,61.0,61.0,66.0,65.0,83.0,53.0,49.0,36.0,66.0,54.0,55.0,24.0,23.0,22.0,12.0,6.0,8.0,9.0,15.0
165210,188946,173432,63.0,67.0,right,high,medium,42.0,61.0,69.0,59.0,52.0,59.0,57.0,45.0,38.0,62.0,52.0,65.0,44.0,58.0,61.0,61.0,66.0,65.0,83.0,53.0,49.0,36.0,66.0,54.0,55.0,24.0,23.0,22.0,12.0,6.0,8.0,9.0,15.0
165211,188946,173432,62.0,66.0,right,high,medium,42.0,61.0,69.0,59.0,52.0,59.0,57.0,45.0,38.0,62.0,62.0,65.0,44.0,58.0,71.0,61.0,66.0,65.0,73.0,53.0,49.0,36.0,66.0,54.0,55.0,24.0,23.0,22.0,12.0,6.0,8.0,9.0,15.0
165315,198146,183548,71.0,73.0,right,high,medium,43.0,72.0,75.0,68.0,71.0,57.0,62.0,67.0,41.0,71.0,64.0,55.0,58.0,78.0,52.0,69.0,69.0,61.0,76.0,63.0,43.0,33.0,79.0,61.0,82.0,24.0,34.0,38.0,8.0,15.0,15.0,8.0,13.0
165316,198146,183548,71.0,74.0,right,high,medium,43.0,72.0,75.0,68.0,71.0,57.0,62.0,67.0,41.0,71.0,64.0,55.0,58.0,78.0,52.0,69.0,69.0,61.0,76.0,63.0,43.0,33.0,79.0,61.0,82.0,24.0,34.0,38.0,8.0,15.0,15.0,8.0,13.0
165331,207531,243493,68.0,72.0,left,medium,medium,59.0,29.0,68.0,61.0,32.0,52.0,33.0,31.0,47.0,63.0,64.0,68.0,52.0,63.0,51.0,58.0,59.0,61.0,74.0,34.0,65.0,68.0,39.0,37.0,45.0,68.0,74.0,69.0,13.0,7.0,10.0,14.0,12.0
165354,183987,29631,70.0,71.0,right,high,medium,71.0,46.0,44.0,67.0,41.0,66.0,65.0,63.0,65.0,69.0,75.0,75.0,80.0,70.0,84.0,56.0,66.0,72.0,61.0,23.0,66.0,68.0,57.0,56.0,42.0,70.0,71.0,71.0,14.0,9.0,7.0,6.0,12.0
165376,205756,305132,73.0,78.0,left,medium,medium,44.0,46.0,76.0,73.0,43.0,61.0,65.0,68.0,71.0,66.0,56.0,63.0,60.0,63.0,53.0,83.0,77.0,64.0,78.0,60.0,75.0,66.0,41.0,61.0,63.0,73.0,75.0,77.0,11.0,14.0,6.0,9.0,9.0
165416,177957,37521,70.0,70.0,right,medium,medium,73.0,61.0,59.0,69.0,73.0,71.0,78.0,77.0,67.0,75.0,71.0,71.0,70.0,71.0,70.0,75.0,66.0,62.0,58.0,72.0,51.0,41.0,69.0,71.0,75.0,39.0,44.0,43.0,8.0,13.0,16.0,14.0,9.0
165417,177957,37521,70.0,70.0,right,medium,medium,73.0,61.0,59.0,69.0,73.0,71.0,78.0,77.0,67.0,75.0,71.0,71.0,70.0,71.0,70.0,75.0,66.0,62.0,58.0,72.0,51.0,41.0,69.0,71.0,75.0,39.0,44.0,43.0,8.0,13.0,16.0,14.0,9.0
165418,177957,37521,72.0,72.0,right,medium,medium,73.0,61.0,59.0,72.0,73.0,75.0,78.0,77.0,67.0,78.0,71.0,71.0,70.0,73.0,70.0,75.0,66.0,68.0,58.0,75.0,51.0,41.0,69.0,73.0,75.0,39.0,44.0,43.0,8.0,13.0,16.0,14.0,9.0
