"Rating","Height","Weight","Age","Work_Rate","Weak_foot","Skill_Moves","Ball_Control","Dribbling","Marking","Sliding_Tackle","Standing_Tackle","Aggression","Reactions","Attacking_Position","Interceptions","Vision","Composure","Crossing","Short_Pass","Long_Pass","Acceleration","Speed","Stamina","Strength","Balance","Agility","Jumping","Heading","Shot_Power","Finishing","Long_Shots","Curve","Freekick_Accuracy","Penalties","Volleys","GK_Positioning","GK_Diving","GK_Kicking","GK_Handling","GK_Reflexes","fifa_api_id"
"63","196 cm","80 kg","19","Medium / Medium","2","2","62","44","61","63","67","52","54","28","52","32","70","30","57","49","67","61","75","72","56","58","68","65","31","30","22","26","22","35","25","8","14","11","11","9","222104"
"63","187 cm","64 kg","20","High / Low","3","2","61","65","23","21","31","49","57","63","34","54","55","46","50","35","80","82","69","58","71","82","67","52","65","65","56","42","42","54","59","7","12","8","12","11","221479"
"63","168 cm","67 kg","20","Medium / Medium","3","2","65","68","26","36","31","37","46","53","20","56","55","58","61","52","82","83","58","54","78","61","45","42","58","57","53","58","45","67","54","11","10","13","10","9","218660"
"63","176 cm","75 kg","21","Medium / Low","3","2","60","61","22","21","21","34","51","64","16","50","51","43","60","46","70","69","59","65","69","56","67","55","63","65","62","51","48","64","62","16","7","8","9","6","213900"
"63","178 cm","78 kg","22","Medium / Medium","3","2","64","59","63","60","67","62","55","57","62","51","55","62","67","58","64","63","63","58","51","49","61","49","55","43","52","56","38","39","46","10","9","9","15","12","210317"
"62","187 cm","76 kg","21","Medium / Medium","3","2","61","54","24","23","24","58","50","60","20","41","52","54","57","53","74","70","44","65","59","68","73","63","58","63","59","42","37","57","61","12","11","11","8","15","223947"
"62","188 cm","74 kg","20","High / Medium","2","2","54","50","12","14","19","27","61","61","21","48","49","36","52","37","71","69","72","65","62","59","66","62","66","65","54","42","31","59","50","13","13","12","11","13","220031"
"62","180 cm","71 kg","21","Medium / Medium","3","2","69","66","49","52","53","51","52","54","28","64","61","50","71","66","62","68","53","59","67","63","54","52","65","57","44","64","56","55","51","14","7","9","9","10","218661"
"62","191 cm","81 kg","22","Medium / Medium","3","1","22","14","16","11","11","31","69","13","26","20","22","14","36","35","50","55","36","64","44","60","57","12","21","17","15","18","20","31","23","60","60","54","58","65","209532"
"62","180 cm","80 kg","26","High / Low","4","2","55","54","27","25","31","47","66","69","37","40","64","49","53","43","85","84","59","60","82","80","67","51","56","62","54","50","47","58","51","10","8","13","6","6","197932"
"61","170 cm","75 kg","18","Medium / Medium","3","3","61","56","49","54","56","64","55","55","46","55","47","43","77","63","69","65","57","52","78","50","58","56","70","39","43","47","46","54","43","8","14","6","10","10","237479"
"61","185 cm","70 kg","19","High / Low","3","3","60","51","16","22","18","33","55","58","17","54","53","43","51","41","65","65","53","47","68","52","61","66","56","70","55","41","43","66","44","11","14","12","5","10","236464"
"61","173 cm","67 kg","18","High / Medium","3","3","62","55","49","62","57","66","55","60","49","52","45","45","73","64","75","78","56","42","79","58","58","56","63","60","50","41","46","55","46","14","11","6","12","9","236247"
"61","178 cm","66 kg","19","High / Medium","3","2","59","55","50","59","50","55","63","58","49","50","46","50","72","65","66","68","61","44","73","60","61","55","71","42","58","65","64","55","40","11","6","14","7","9","227995"
"61","178 cm","64 kg","20","Medium / Medium","2","2","68","63","47","57","55","49","59","56","28","63","61","51","68","68","55","57","47","44","69","61","54","58","53","49","44","63","48","56","58","11","10","7","7","9","225383"
"61","173 cm","69 kg","18","High / Medium","3","3","58","60","40","16","20","48","49","58","37","52","55","52","57","49","77","79","68","47","88","80","46","38","68","61","65","55","48","59","54","15","14","7","15","8","223979"
"61","187 cm","80 kg","18","Medium / Medium","2","2","50","45","65","58","64","56","56","50","54","39","37","48","53","51","72","68","64","65","72","63","76","60","44","24","33","33","35","40","26","12","7","16","14","6","223963"
"60","175 cm","70 kg","19","High / Medium","3","3","62","60","45","47","48","47","60","48","33","62","64","52","62","63","63","65","54","50","68","70","56","48","63","52","46","56","52","55","51","9","11","7","12","15","237966"
"60","173 cm","64 kg","17","Medium / Medium","3","3","66","73","35","49","37","39","44","46","20","58","52","61","54","51","60","69","50","39","81","57","46","45","69","47","48","55","42","70","53","15","9","10","7","12","237337"
"60","180 cm","67 kg","18","Medium / Medium","3","3","62","61","17","23","22","38","58","47","14","52","51","43","54","49","71","77","50","56","64","55","52","50","66","62","55","61","37","63","54","5","14","15","8","7","235161"
"60","180 cm","76 kg","19","High / Medium","3","3","59","66","25","31","27","39","42","52","21","54","49","56","54","43","83","81","51","56","71","75","53","44","71","58","40","48","44","55","50","15","7","11","6","9","232104"
"60","189 cm","72 kg","18","Medium / Medium","3","2","35","33","55","63","64","56","50","33","62","36","50","29","35","32","61","55","57","70","47","44","60","62","46","30","22","28","37","43","33","6","9","10","7","12","232102"
"60","178 cm","83 kg","20","Medium / Medium","2","2","39","37","59","66","67","48","49","27","59","33","49","37","34","36","55","62","61","64","62","40","72","63","43","30","26","29","36","45","37","8","8","5","6","6","230882"
"60","181 cm","64 kg","19","Medium / Medium","2","2","52","65","59","65","64","55","63","49","60","40","42","55","37","33","67","64","57","42","67","54","54","52","32","33","31","35","39","45","32","14","12","15","9","9","229348"
"60","181 cm","67 kg","23","Medium / Medium","3","2","62","58","49","54","47","59","58","62","51","57","45","44","67","63","55","68","54","56","68","67","64","58","54","42","47","46","47","53","51","10","11","14","16","10","228407"
"60","183 cm","77 kg","19","High / Medium","3","2","60","59","21","25","23","60","47","59","16","51","56","37","44","38","76","80","59","76","58","62","60","59","49","62","53","36","29","50","41","10","11","15","9","6","228382"
"60","178 cm","67 kg","19","Medium / Medium","2","3","61","69","16","16","11","27","55","60","23","50","45","35","55","43","83","82","61","52","73","65","56","38","50","57","46","43","30","60","43","9","9","8","10","9","225785"
"60","173 cm","68 kg","21","Medium / Low","2","2","59","63","18","21","19","34","61","59","13","58","52","35","60","54","79","76","57","46","78","66","58","55","57","57","50","56","37","61","52","10","9","8","10","11","225462"
"60","170 cm","62 kg","19","High / Medium","2","3","58","66","14","12","19","42","53","56","14","55","47","50","47","39","85","87","62","34","74","78","48","35","50","54","41","41","29","59","34","15","14","14","14","6","223977"
"60","170 cm","70 kg","20","Medium / Medium","3","2","62","63","36","36","37","31","42","54","21","52","53","55","55","53","81","79","52","43","84","69","45","47","60","61","53","56","62","61","50","15","7","9","13","7","220710"
"60","178 cm","70 kg","21","High / Low","3","2","57","49","14","18","22","35","51","53","22","45","54","34","50","33","81","80","57","63","73","60","60","56","55","67","51","41","31","51","44","9","14","7","11","14","216867"
"60","188 cm","76 kg","21","Medium / Medium","2","3","57","61","23","24","24","40","63","46","22","62","54","36","61","48","69","54","58","67","63","58","51","50","67","64","64","63","38","57","55","6","9","10","11","10","216794"
"60","178 cm","72 kg","22","Medium / Medium","3","2","53","56","55","60","56","62","57","49","62","40","49","55","55","53","70","73","61","64","67","60","63","44","38","25","29","27","32","39","30","14","8","7","13","9","213686"
"60","185 cm","75 kg","20","Medium / Medium","4","4","65","68","15","12","19","47","48","49","28","44","52","53","57","44","69","74","56","68","62","72","65","54","61","59","58","51","52","53","54","16","11","15","14","9","208668"
"59","182 cm","70 kg","18","Medium / Medium","2","3","58","53","23","22","18","36","59","53","13","57","55","43","48","39","79","81","56","49","57","56","55","55","58","59","57","46","39","55","46","10","7","9","14","8","237459"
"59","178 cm","74 kg","19","High / Medium","3","2","56","55","20","15","14","36","61","63","15","49","56","54","58","43","64","57","57","52","72","53","66","60","60","53","54","51","49","50","50","14","12","12","8","14","236041"
"59","178 cm","78 kg","19","High / Medium","2","2","46","52","53","52","56","55","52","57","53","36","38","64","42","32","80","85","78","64","72","67","62","54","33","35","37","42","43","41","35","13","11","12","7","7","234247"
"59","188 cm","77 kg","18","Medium / Medium","3","1","26","28","12","19","11","35","50","5","12","41","39","15","21","19","33","36","35","51","52","45","58","25","35","14","24","16","29","28","23","54","59","49","57","67","233934"
"59","183 cm","85 kg","18","High / Medium","2","2","45","60","54","59","66","57","54","52","54","44","40","55","38","29","70","75","78","72","55","51","62","49","36","36","37","40","34","43","34","13","11","13","9","9","233793"
"59","183 cm","76 kg","18","Medium / Medium","3","2","63","56","45","46","47","45","53","42","53","61","48","41","64","64","69","73","57","65","71","78","60","49","56","44","51","48","46","47","33","5","8","11","10","5","231673"
"59","180 cm","75 kg","18","Medium / Medium","3","2","59","69","32","44","42","47","56","45","39","63","53","49","63","59","73","75","61","71","65","50","54","54","61","61","54","55","43","62","54","10","11","8","13","14","231445"
"59","188 cm","76 kg","21","Medium / Medium","3","2","51","56","15","18","19","30","51","50","17","44","52","34","48","36","73","68","60","66","55","59","58","63","64","59","60","44","32","62","51","8","9","12","6","11","230640"
"59","190 cm","80 kg","20","Medium / Medium","3","2","36","37","61","66","67","54","49","25","58","33","49","34","43","35","55","55","63","55","58","41","68","56","48","25","23","33","33","41","35","10","13","13","12","8","229779"
"59","185 cm","70 kg","18","High / Medium","3","3","63","60","37","39","40","43","53","42","43","62","53","50","65","64","70","69","55","38","70","65","60","43","68","47","57","65","70","40","39","5","6","12","7","10","229718"
"59","188 cm","68 kg","21","Medium / Medium","3","2","55","53","54","58","60","58","52","37","49","61","43","49","64","61","54","54","48","72","65","57","60","57","43","42","39","44","51","53","38","16","8","9","6","7","224017"
"59","173 cm","72 kg","22","Medium / Medium","3","2","62","60","46","51","53","46","51","50","29","64","61","56","60","57","69","69","49","56","65","59","54","47","58","54","42","56","52","60","39","10","11","16","15","8","216270"
"59","185 cm","70 kg","20","Medium / Medium","3","2","48","42","60","60","63","57","54","24","59","31","39","46","57","47","64","66","62","71","61","57","80","58","41","19","23","38","27","37","25","15","10","15","15","16","214924"
"59","197 cm","101 kg","29","Medium / Medium","3","1","22","13","14","11","14","37","51","16","10","33","54","17","26","23","52","54","17","70","28","55","58","14","25","15","16","11","11","21","12","54","67","54","54","61","175603"
"58","174 cm","74 kg","19","Medium / Medium","2","2","56","54","57","56","52","66","55","39","52","45","45","44","58","53","61","59","53","62","56","57","58","63","50","40","42","48","50","57","41","6","6","8","9","7","236042"
"58","181 cm","75 kg","19","Medium / High","2","2","40","38","53","68","65","50","56","24","55","37","42","32","58","46","55","53","58","56","54","47","62","56","37","28","28","31","28","35","34","6","8","14","13","14","235156"
"58","182 cm","75 kg","18","Medium / High","2","3","54","57","65","61","70","63","56","36","56","51","45","52","69","66","56","62","50","56","62","56","63","55","56","32","41","49","45","41","36","9","10","7","14","7","235043"
"58","178 cm","69 kg","18","Medium / Medium","2","2","61","54","55","55","58","61","55","31","57","54","42","44","62","57","56","64","49","56","55","59","60","58","57","42","38","41","46","54","36","7","8","6","9","12","233796"
"58","175 cm","64 kg","18","High / Medium","3","3","55","56","26","31","34","41","45","53","32","61","56","50","58","53","72","66","54","31","67","68","34","31","61","54","58","50","52","60","43","8","11","13","12","12","233064"
"58","178 cm","74 kg","17","Medium / Medium","2","2","59","60","57","58","60","59","54","37","56","37","40","55","55","40","62","68","58","44","73","59","58","41","25","25","31","47","29","40","28","12","13","9","13","11","232759"
"58","172 cm","60 kg","19","Medium / Medium","3","3","60","61","34","51","52","46","48","48","41","65","62","53","61","57","62","65","56","34","68","71","34","31","52","47","51","54","52","50","48","11","12","9","12","9","232757"
"58","186 cm","76 kg","21","High / Medium","3","3","65","61","42","55","52","40","56","55","30","55","61","53","64","60","64","60","53","62","59","59","57","52","66","52","45","54","50","64","55","11","7","7","15","8","232544"
"58","198 cm","80 kg","18","Medium / Medium","3","2","60","50","56","56","59","47","50","26","49","30","50","24","55","50","54","60","59","72","34","56","73","53","33","25","26","26","31","40","23","15","12","12","12","13","229901"
"58","183 cm","64 kg","20","Medium / Medium","2","1","17","13","21","19","19","30","57","17","23","17","22","13","25","24","47","42","24","40","66","30","60","13","30","10","12","16","17","26","10","55","65","48","47","62","229345"
"58","190 cm","76 kg","19","Medium / Medium","3","2","40","38","60","61","64","47","45","23","58","31","50","34","45","38","67","55","52","60","67","49","70","52","43","23","24","25","32","40","34","11","10","7","13","8","229266"
"58","180 cm","73 kg","22","High / Medium","3","2","54","50","20","23","16","37","58","55","20","51","52","35","51","39","74","70","62","57","65","58","63","48","60","62","55","43","34","58","48","11","13","12","16","12","227681"
"58","183 cm","74 kg","22","Medium / Medium","2","2","54","55","18","18","13","30","55","54","19","44","49","30","40","31","76","78","53","48","70","59","72","62","59","56","52","35","29","65","50","11","14","7","13","13","225698"
"58","184 cm","69 kg","20","Medium / Medium","2","1","27","20","13","17","19","20","56","11","20","23","28","20","29","26","41","45","25","51","63","33","55","21","26","15","16","19","12","25","19","52","60","56","53","63","225543"
"58","191 cm","84 kg","22","Medium / Medium","3","2","39","33","58","57","58","50","56","27","59","37","50","38","43","38","54","48","58","62","48","42","70","63","51","27","22","36","35","45","35","8","8","11","7","13","211505"
"57","195 cm","78 kg","20","Medium / Medium","2","2","39","36","52","54","57","65","53","33","54","31","45","32","46","42","53","58","63","67","47","48","54","58","41","26","24","32","36","48","37","13","6","11","6","8","235263"
"57","183 cm","71 kg","18","Medium / Medium","3","3","60","53","25","24","25","52","49","54","26","47","48","35","49","42","62","68","60","60","52","64","65","62","56","56","43","47","48","55","48","7","8","14","14","12","234743"
"57","175 cm","75 kg","20","High / Medium","3","2","36","70","57","67","68","56","59","46","61","39","38","45","31","30","61","56","55","45","43","59","58","51","32","37","29","35","36","45","36","9","13","12","14","6","234645"
"57","184 cm","81 kg","19","Medium / Low","3","3","58","60","18","23","24","36","43","45","27","48","49","53","52","50","78","79","53","65","59","70","54","40","61","51","50","50","55","49","48","6","13","9","6","12","234555"
"57","185 cm","76 kg","19","Medium / Medium","3","2","46","41","56","58","59","53","49","37","55","34","51","40","37","34","62","63","58","64","56","57","71","60","56","29","42","44","38","48","28","14","6","15","7","8","234431"
"57","180 cm","68 kg","20","Medium / Medium","3","3","62","59","43","56","46","45","61","53","31","56","63","59","63","60","63","64","45","53","61","63","53","52","65","53","46","56","57","60","56","7","7","15","8","12","230697"
"57","183 cm","74 kg","19","Medium / Medium","3","2","60","42","56","59","61","46","49","28","50","54","43","32","61","29","62","55","60","57","65","34","70","55","38","22","19","28","23","39","25","15","7","11","6","13","227854"
"57","174 cm","70 kg","21","Medium / Medium","3","2","55","54","21","24","24","42","56","53","18","57","51","42","53","41","65","62","58","61","70","68","60","62","49","57","48","43","44","61","45","10","14","14","8","7","224371"
"57","176 cm","74 kg","20","Medium / Medium","3","2","52","47","56","58","60","59","53","35","50","46","48","46","57","50","58","65","62","58","71","60","70","62","44","28","30","43","34","51","33","13","6","16","13","15","224263"
"57","183 cm","68 kg","20","Medium / Medium","3","2","49","51","55","59","62","56","56","32","59","38","51","47","40","35","64","64","58","60","65","57","68","58","43","24","31","29","33","48","38","7","12","11","6","9","220774"
"56","178 cm","75 kg","19","High / Medium","3","3","55","55","55","56","58","65","56","63","50","56","48","50","58","54","63","67","55","54","68","51","63","60","60","38","45","45","39","50","50","7","9","10","12","12","236043"
"56","185 cm","80 kg","18","Medium / High","2","2","47","34","51","59","60","57","51","25","58","33","52","33","34","29","62","58","53","57","62","44","61","54","41","22","22","33","34","49","31","15","12","5","14","10","234252"
"56","191 cm","77 kg","18","High / Medium","3","2","56","50","29","23","26","59","50","56","18","49","49","33","48","28","49","55","61","68","67","50","63","60","57","56","50","38","28","55","50","13","10","7","8","15","234249"
"57","190 cm","77 kg","17","Medium / Medium","3","2","49","46","52","55","57","51","54","34","56","36","48","48","49","46","76","75","52","63","62","51","64","56","46","32","31","48","46","42","34","9","5","9","5","7","230918"
"56","180 cm","73 kg","19","Medium / Medium","3","2","41","63","54","65","64","64","60","42","57","41","42","46","37","32","62","55","59","49","49","58","56","53","31","28","29","40","42","47","29","13","6","5","11","5","230861"
"56","193 cm","80 kg","19","Medium / Medium","2","1","16","11","20","13","18","19","50","19","20","33","28","17","27","21","40","44","44","67","48","32","59","16","23","14","15","16","11","21","20","50","62","59","50","58","228410"
"56","175 cm","72 kg","20","Medium / Medium","3","2","54","44","15","12","13","30","48","48","12","47","57","33","49","29","76","73","50","43","73","57","64","53","62","63","63","41","29","68","42","13","13","15","13","16","224887"
"56","186 cm","74 kg","20","Medium / Medium","2","1","24","16","16","18","14","28","55","15","23","20","24","16","29","26","40","48","38","55","54","32","52","18","24","14","21","13","14","31","17","50","60","54","54","57","222503"
"56","180 cm","76 kg","21","Medium / Medium","4","3","57","58","49","61","60","57","57","50","54","54","58","37","62","57","67","62","55","69","57","39","46","30","49","44","58","52","32","56","59","6","13","9","6","12","216299"
"55","178 cm","68 kg","19","Medium / Medium","3","3","51","60","36","36","39","42","57","45","33","55","56","51","56","52","69","65","49","49","65","65","49","41","47","39","38","56","57","46","43","14","9","13","8","12","236364"
"55","185 cm","78 kg","19","Medium / Medium","3","2","43","39","51","52","53","67","50","30","51","33","48","28","44","49","56","58","51","66","52","55","66","49","49","33","45","30","34","45","32","14","9","6","11","14","234708"
"55","188 cm","80 kg","19","Medium / Medium","2","2","48","28","45","55","57","56","41","29","52","24","36","34","49","47","61","64","61","65","57","48","63","62","37","25","22","30","21","36","26","7","14","7","10","13","232837"
"55","175 cm","70 kg","20","Medium / Medium","2","3","56","55","30","23","24","35","34","51","21","48","50","54","47","44","73","75","59","48","75","70","49","42","50","49","39","44","39","45","47","14","10","7","7","7","230604"
"54","187 cm","79 kg","19","Medium / Medium","2","2","31","30","50","52","53","59","50","29","52","32","45","32","33","31","55","55","54","64","53","48","66","56","50","33","49","38","39","40","29","13","15","12","14","10","234709"
"54","175 cm","70 kg","19","Medium / Medium","2","2","53","54","50","49","50","55","49","47","50","37","39","52","43","42","78","78","54","42","72","64","60","36","44","34","38","44","48","43","33","6","13","6","7","15","234706"
"54","185 cm","64 kg","19","Medium / Medium","2","1","11","9","4","11","16","22","37","6","15","39","44","16","22","21","33","27","28","25","41","31","66","16","19","7","11","16","9","17","7","49","56","51","61","54","234248"
"54","180 cm","65 kg","19","Medium / Medium","2","2","44","46","11","14","15","31","50","49","17","43","45","28","48","30","91","90","66","56","71","72","59","46","52","55","48","36","30","51","35","12","7","11","9","13","233528"
"54","188 cm","82 kg","19","Medium / Medium","2","1","40","12","9","11","22","40","50","4","9","32","40","11","52","40","30","26","41","64","39","40","52","14","17","8","5","12","11","11","9","55","51","56","54","52","231172"
"54","196 cm","72 kg","19","Medium / Medium","2","1","21","12","18","20","15","26","48","8","26","11","24","20","23","27","46","40","26","54","58","30","58","16","23","13","16","12","13","32","21","44","60","50","47","63","226902"
"54","183 cm","74 kg","20","Medium / Medium","2","1","24","18","17","17","16","20","47","9","9","21","19","13","31","20","39","40","30","42","54","33","41","15","23","13","16","17","17","29","16","52","54","52","53","56","223804"
"54","183 cm","66 kg","20","Medium / Medium","3","2","52","51","35","51","47","40","49","50","29","51","57","48","70","66","65","67","34","58","66","58","53","47","56","43","42","48","42","51","42","14","11","14","9","8","221545"
"53","196 cm","95 kg","20","Low / Medium","2","2","41","35","41","43","51","55","57","27","48","36","44","32","37","28","57","60","62","88","59","48","69","49","49","26","30","28","28","36","28","7","9","7","10","14","235458"
"53","178 cm","67 kg","20","Medium / Medium","3","2","50","51","48","48","53","57","56","49","54","43","41","53","53","46","65","63","56","52","62","58","57","48","39","45","34","43","35","44","35","8","13","14","13","7","235321"
"53","178 cm","70 kg","20","Medium / Medium","3","4","52","50","18","15","11","32","47","48","17","48","46","30","47","30","50","55","53","48","85","84","68","56","47","64","51","36","31","62","41","9","14","10","14","9","233833"
"53","191 cm","70 kg","20","Medium / Medium","2","2","30","38","49","58","56","51","45","22","51","34","41","30","47","29","64","55","56","52","53","43","69","55","36","25","19","22","23","38","25","15","11","7","6","15","233516"
"53","178 cm","72 kg","20","Medium / Medium","2","2","42","56","45","56","54","56","54","44","53","31","34","48","31","26","69","67","57","50","69","59","55","45","25","26","22","30","30","35","24","13","12","14","14","9","231639"
"53","176 cm","70 kg","19","Medium / Medium","3","2","53","48","41","53","47","59","56","51","44","44","40","40","61","57","68","66","64","48","73","50","57","51","51","28","42","33","40","44","39","8","11","9","6","14","230812"
"53","177 cm","70 kg","18","Medium / Medium","3","2","41","56","46","59","55","51","51","50","56","37","38","47","29","29","65","61","58","49","72","59","61","45","28","25","26","31","30","34","28","9","14","11","13","7","230807"
"53","185 cm","64 kg","19","Medium / Medium","2","3","47","43","50","51","55","54","51","43","48","49","55","39","53","48","60","64","57","58","72","61","59","49","53","43","39","42","41","48","38","13","15","15","10","11","225779"
"52","178 cm","75 kg","19","Medium / Medium","2","2","48","50","48","50","51","61","46","40","49","40","39","49","43","41","69","70","53","50","62","58","60","40","40","33","36","41","39","44","36","10","13","8","14","14","234705"
"52","180 cm","72 kg","19","Medium / Medium","3","2","28","22","52","57","62","42","43","29","48","26","40","24","32","24","58","55","64","56","67","45","67","47","42","26","22","28","26","33","27","11","15","6","5","13","230808"
"52","182 cm","78 kg","21","Medium / Medium","3","1","24","15","17","16","13","25","53","13","23","20","29","15","22","18","45","45","34","61","60","34","58","17","21","12","14","18","13","28","12","49","56","44","47","54","213676"
"51","186 cm","74 kg","18","Medium / Medium","2","1","20","15","14","12","13","17","52","15","14","21","30","14","18","21","33","38","18","44","54","32","52","11","22","15","11","13","11","22","14","48","52","45","48","51","231681"
"51","178 cm","71 kg","20","Medium / Medium","2","2","55","54","23","29","31","28","31","49","16","47","46","44","45","46","67","68","52","49","70","53","40","33","59","42","35","46","33","45","39","7","11","5","8","13","230889"
"51","172 cm","60 kg","21","Medium / Medium","3","2","44","47","33","50","48","54","50","54","40","47","41","39","59","55","64","65","60","45","80","68","55","50","53","31","34","41","39","39","42","6","9","6","13","9","229684"
"48","174 cm","68 kg","19","Medium / Medium","2","2","49","45","35","43","39","50","48","50","42","40","39","39","52","53","67","60","59","44","78","54","56","44","53","26","36","32","36","35","30","14","12","7","13","10","231279"
